sentence_id,doc_id,chunk_id,topic,title,source_url,year,sentence,is_event,event_type,annotator,label_method,notes
kd_011_s2043,kd_011,kd_011_c0009,knowledge_distillation,Hugging Face DistilBERT Blog Post,https://huggingface.co/blog/porting-distilbert,2019,"Overall, our distilled model,
DistilBERT,
has
about half
the total number of parameters of BERT base and retains 95% of BERT's performa",,,,,
kd_011_s2075,kd_011,kd_011_c0013,knowledge_distillation,Hugging Face DistilBERT Blog Post,https://huggingface.co/blog/porting-distilbert,2019,"DistilBERT also
compares surprisingly well to BERT
: we are able to
retain more than 95% of the performance
while having 40% fewer parameters.",,,,,
rag_001_s2399,rag_001,rag_001_c0036,rag,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,https://arxiv.org/abs/2005.11401,2020,"To demonstrate, we build an index using the DrQA [5]
Wikipedia dump from December 2016 and compare outputs from RAG using this index to the newer
index from our main results (December 2018).",,,,,
rag_002_s3196,rag_002,rag_002_c0034,rag,Retrieval-Augmented Generation for Large Language Models: A Survey,https://arxiv.org/pdf/2312.10997,2023,"Fine-tuning, on
the other hand, involves further training the model.",,,,,
rag_003_s4016,rag_003,rag_003_c0008,rag,REALM: Retrieval-Augmented Language Model Pre-Training,https://arxiv.org/pdf/2002.08909,2020,"We evaluate on three popular Open-QA bench-
marks (NATURALQUESTIONS-OPEN, WEBQUESTIONS, and
CURATEDTREC) and compare to state-of-the-art Open-QA
models, including both extremely large models that store
knowledge implicitly (such as T5) as well as previous ap-
proaches that also use a knowledge retriever to access ex-
ternal knowledge, but implement retrieval in a more heuris-
tic fashion (Lee et al., 2019; Min et al., 2019a; Asai et al.,
2019).",,,,,
rag_003_s4129,rag_003,rag_003_c0022,rag,REALM: Retrieval-Augmented Language Model Pre-Training,https://arxiv.org/pdf/2002.08909,2020,"The trainer then continues to train while the
index builder uses θ′ to construct a new index in the back-
ground.",,,,,
rag_003_s4303,rag_003,rag_003_c0044,rag,REALM: Retrieval-Augmented Language Model Pre-Training,https://arxiv.org/pdf/2002.08909,2020,"Ex-
amples of this progression include models that condi-
tion on surrounding words (Mikolov et al., 2013a;b), sen-
tences (Kiros et al., 2015; Peters et al., 2018), and para-
graphs (Radford et al., 2018; Devlin et al., 2018).",,,,,
rag_004_s4925,rag_004,rag_004_c0052,rag,Dense Passage Retrieval for Open-Domain Question Answering,https://arxiv.org/pdf/2004.04906,2020,"BERT: Pre-training of
deep bidirectional transformers for language under-
standing.",,,,,
rag_004_s4962,rag_004,rag_004_c0054,rag,Dense Passage Retrieval for Open-Domain Question Answering,https://arxiv.org/pdf/2004.04906,2020,"TriviaQA: A large scale dis-
tantly supervised challenge dataset for reading com-
prehension.",,,,,
rag_005_s13469,rag_005,rag_005_c0010,rag,Improving language models by retrieving from trillions of tokens,https://arxiv.org/pdf/2112.04426,2021,"a new methodology to evaluate language models when an evaluation set is partially present in the
training set.",,,,,
rag_006_s14925,rag_006,rag_006_c0018,rag,Few-shot Learning with Retrieval Augmented Language Models,https://arxiv.org/pdf/2208.03299,2022,"Finally, in practice, the EMDR2 loss function is applied at the token level, and not at
the sequence level.",,,,,
rag_006_s15281,rag_006,rag_006_c0062,rag,Few-shot Learning with Retrieval Augmented Language Models,https://arxiv.org/pdf/2208.03299,2022,"4.5.2
Open-domain Question Answering Results
Next we evaluate Atlas on two open-domain question answering benchmarks: NaturalQuestions and
TriviaQA.",,,,,
rag_007_s16223,rag_007,rag_007_c0019,rag,"Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection",https://arxiv.org/pdf/2310.11511,2023,"Relevant
For instance, Louisiana was named after King Louis XIV, and
Util: 5
Georgia was named after King George II.",,,,,
rag_008_s17367,rag_008,rag_008_c0069,rag,Active Retrieval Augmented Generation,https://arxiv.org/pdf/2305.06983,2023,"The
answers to all interpretations are: (1) The Xbox One video game console was released in Australia on November 22, 2013.",,,,,
rag_009_s17697,rag_009,rag_009_c0019,rag,Corrective Retrieval Augmented Generation,https://arxiv.org/pdf/2401.15884,2024,"We utilized that as the relevance signals
for fine-tuning the retrieval evaluator.2 On the other
hand, the negative samples for fine-tuning were
all randomly sampled from the retrieval results,
which are rather similar to the input query but
2https://huggingface.co/datasets/akariasai/PopQA
not relevant.",,,,,
rag_009_s17765,rag_009,rag_009_c0030,rag,Corrective Retrieval Augmented Generation,https://arxiv.org/pdf/2401.15884,2024,"The difference lies in that our motivation
is to improve the retrieval quality by correcting
the retrieval results that the system judges to
be of low quality.",,,,,
rag_011_s21972,rag_011,rag_011_c0002,rag,High-Level Concepts in LlamaIndex,https://docs.llamaindex.ai/en/stable/getting_started/concepts/,2024,- Parallelism: The application can perform multiple steps or actions in parallel.,,,,,
rag_011_s21974,rag_011,rag_011_c0002,rag,High-Level Concepts in LlamaIndex,https://docs.llamaindex.ai/en/stable/getting_started/concepts/,2024,"In LlamaIndex, you can build agentic applications by using the `Workflow` class to orchestrate a sequence of steps and LLMs. You can [learn more about workflows](/python/llamaagents/workfl",,,,,
rag_011_s21976,rag_011,rag_011_c0003,rag,High-Level Concepts in LlamaIndex,https://docs.llamaindex.ai/en/stable/getting_started/concepts/,2024,"## Agents

We define an agent as a specific instance of an “agentic application”.",,,,,
