sentence_id,doc_id,chunk_id,topic,title,source_url,year,sentence,is_event,event_type,annotator,label_method,notes,suggested_is_event,suggested_event_type,rule_confidence,rule_reason,needs_review
agent_003_s5377,agent_003,agent_003_c0031,ai_agent,Toolformer: Language Models Can Teach Themselves to Use Tools,https://arxiv.org/pdf/2302.04761,2023,"outperforms
the much larger OPT and GPT-3 models.",,,,,,0,none,low,Vague keywords without structural confirmation.,1
agent_003_s5392,agent_003,agent_003_c0033,ai_agent,Toolformer: Language Models Can Teach Themselves to Use Tools,https://arxiv.org/pdf/2302.04761,2023,"4.2.4
Multilingual Question Answering
We evaluate Toolformer and all baseline models
on MLQA (Lewis et al., 2019), a multilingual
question-answering benchmark.",,,,,,0,none,low,Vague keywords without structural confirmation.,1
agent_003_s5433,agent_003,agent_003_c0039,ai_agent,Toolformer: Language Models Can Teach Themselves to Use Tools,https://arxiv.org/pdf/2302.04761,2023,"To this end, we evaluate our models on
two language modeling datasets: WikiText (Mer-
ity et al., 2017) and a subset of 10,000 randomly
selected documents from CCNet (Wenzek et al.,
2020) that were not used during training.",,,,,,1,benchmark,medium,Conflict: benchmark (eval/score reporting on named benchmark(s): wiki) AND trend_application (contains multiple citation patterns indicating literature trend),1
agent_004_s7883,agent_004,agent_004_c0247,ai_agent,The Rise and Potential of Large Language Model Based Agents: A Survey,https://arxiv.org/pdf/2309.07864,2023,"In fact, scaling up the number of agents can introduce
greater specialization to accomplish more complex and larger-scale tasks, significantly improving
task efficiency, such as in software development tasks or government policy formulation [109].",,,,,,0,none,low,Vague keywords without structural confirmation.,1
agent_005_s1226,agent_005,agent_005_c0001,ai_agent,AutoGPT GitHub repository README,https://github.com/Significant-Gravitas/AutoGPT/blob/master/README.md,2023,"# AutoGPT: Build, Deploy, and Run AI Agents

[Deutsch](https://zdoc.app/de/Significant-Gravitas/AutoGPT) |
[Espaol](https://zdoc.app/es/Significant-Gravitas/AutoGPT) |
[franais](https://zdoc.app/fr/Significant-Gravitas/AutoGPT) |
[](https://zdoc.app/ja/Significant-Gravitas/AutoGPT) |
[](https://zdoc.app/ko/Significant-Gravitas/AutoGPT) |
[Portugus](https://zdoc.app/pt/Significant-Gravitas/AutoGPT) |
[](https://zdoc.app/ru/Significant-Gravitas/AutoGPT) |
[](https://zdoc.app/zh/Significant-Gravitas/AutoGPT)

**AutoGPT** is a powerful platform that allows you to create, deploy, and manage continuous AI agents that automate complex workflows.",,,,,,0,none,medium,"Sentence too long, potential complex event context.",1
agent_005_s1231,agent_005,agent_005_c0002,ai_agent,AutoGPT GitHub repository README,https://github.com/Significant-Gravitas/AutoGPT/blob/master/README.md,2023,"### System Requirements

Before proceeding with the installation, ensure your system meets the following requirements:

#### Hardware Requirements
- CPU: 4+ cores recommended
- RAM: Minimum 8GB, 16GB recommended
- Storage: At least 10GB of free space

#### Software Requirements
- Operating Systems:
 - Linux (Ubuntu 20.04 or newer recommended)
 - macOS (10.15 or newer)
 - Windows 10/11 with WSL2
- Required Software (with minimum versions):
 - Docker Engine (20.10.0 or newer)
 - Docker Compose (2.0.0 or newer)
 - Git (2.30 or newer)
 - Node.js (16.x or newer)
 - npm (8.x or newer)
 - VSCode (1.60 or newer) or any modern code editor

#### Network Requirements
- Stable internet connection
- Access to required port",,,,,,0,none,medium,"Sentence too long, potential complex event context.",1
agent_006_s1290,agent_006,agent_006_c0006,ai_agent,Microsoft AutoGen documentation,https://microsoft.github.io/autogen/docs/Getting-Started/,2023,"### Where to Go Next?[](#where-to-go-next)

- Go through the [tutorial](/autogen/0.2/docs/tutorial/introduction) to learn more about the core concepts in AutoGen
- Read the examples and guides in the [notebooks section](/autogen/0.2/docs/notebooks)
- Understand the use cases for [multi-agent conversation](/autogen/0.2/docs/Use-Cases/agent_chat) and [enhanced LLM inference](/autogen/0.2/docs/Use-Cases/enhanced_inference)
- Read the [API](/autogen/0.2/docs/reference/agentchat/conversable_agent/) docs
- Learn about [research](/autogen/0.2/docs/Research) around AutoGen
- Follow on [Twitter](https://twitter.com/pyautogen)
- See our [roadmaps](https://aka.ms/autogen-roadmap)

If you like our project, please give it a [star](https://github.com/microsoft/autogen/stargazers) on GitHub.",,,,,,0,none,medium,"Sentence too long, potential complex event context.",1
agent_009_s23047,agent_009,agent_009_c0128,ai_agent,Generative Agents: Interactive Simulacra of Human Behavior,https://arxiv.org/pdf/2304.03442,2023,"The Proposed USCF Rating System, Its Development, Theory,
and Applications.",,,,,,0,none,low,Vague keywords without structural confirmation.,1
agent_012_s1308,agent_012,agent_012_c0002,ai_agent,BabyAGI GitHub repository README,https://github.com/yoheinakajima/babyagi/blob/main/README.md,2023,"## Table of Contents

- [Quick Start](#quick-start)
- [Basic Usage](#basic-usage)
- [Function Metadata](#function-metadata)
- [Function Loading](#function-loading)
- [Key Dependencies](#key-dependencies)
- [Execution Environment](#execution-environment)
 - [Log](#log)
- [Dashboard](#dashboard)
- [Pre-loaded Functions](#pre-loaded-functions)
- [Future/Draft Features](#futuredraft-features)
- [API Reference](#api-reference)
- [Contributing](#contributing)
- [License](#license)

## Quick Start

To quickly",,,,,,0,none,medium,"Sentence too long, potential complex event context.",1
kd_002_s1795,kd_002,kd_002_c0008,knowledge_distillation,"DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter",https://arxiv.org/pdf/1910.01108,2019,"3
DistilBERT: a distilled version of BERT
Student architecture In the present work, the student - DistilBERT - has the same general architec-
ture as BERT.",,,,,,0,none,low,Vague keywords without structural confirmation.,1
kd_002_s1815,kd_002,kd_002_c0010,knowledge_distillation,"DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter",https://arxiv.org/pdf/1910.01108,2019,"time
(Millions)
(seconds)
ELMo
180
895
BERT-base
110
668
DistilBERT
66
410
Distillation We applied best practices for training BERT model recently proposed in Liu et al.",,,,,,1,method_proposed,medium,Conflict: method_proposed (third-party propose/introduce verb) AND trend_application (contains trend/application phrase 'recently'),1
kd_002_s1817,kd_002,kd_002_c0011,knowledge_distillation,"DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter",https://arxiv.org/pdf/1910.01108,2019,"s)
(seconds)
ELMo
180
895
BERT-base
110
668
DistilBERT
66
410
Distillation We applied best practices for training BERT model recently proposed in Liu et al.",,,,,,1,method_proposed,medium,Conflict: method_proposed (third-party propose/introduce verb) AND trend_application (contains trend/application phrase 'recently'),1
kd_002_s1824,kd_002,kd_002_c0012,knowledge_distillation,"DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter",https://arxiv.org/pdf/1910.01108,2019,"We report scores on the development sets for each task by fine-tuning DistilBERT without the use
of ensembling or multi-tasking scheme for fine-tuning (which are mostly orthogonal to the present
work).",,,,,,0,none,low,Vague keywords without structural confirmation.,1
kd_002_s1879,kd_002,kd_002_c0018,knowledge_distillation,"DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter",https://arxiv.org/pdf/1910.01108,2019,Pruning and quantization are orthogonal to the present work.,,,,,,0,none,low,Vague keywords without structural confirmation.,1
kd_003_s10966,kd_003,kd_003_c0003,knowledge_distillation,TinyBERT: Distilling BERT for Natural Language Understanding,https://arxiv.org/pdf/1909.10351,2019,"Pre-trained lan-
guage models (PLMs), such as BERT (Devlin et al.,
2019), XLNet (Yang et al., 2019), RoBERTa (Liu
et al., 2019), ALBERT (Lan et al., 2020), T5 (Raf-
fel et al., 2019) and ELECTRA (Clark et al., 2020),
have achieved great success in many NLP tasks
(e.g., the GLUE benchmark (Wang et al",,,,,,1,benchmark,medium,Conflict: benchmark (eval/score reporting on named benchmark(s): glue) AND trend_application (contains multiple citation patterns indicating literature trend),1
kd_003_s11118,kd_003,kd_003_c0026,knowledge_distillation,TinyBERT: Distilling BERT for Natural Language Understanding,https://arxiv.org/pdf/1909.10351,2019,"4
Experiments
In this section, we evaluate the effectiveness and
efficiency of TinyBERT on a variety of tasks with
different model settings.",,,,,,0,none,low,Vague keywords without structural confirmation.,1
kd_003_s11126,kd_003,kd_003_c0028,knowledge_distillation,TinyBERT: Distilling BERT for Natural Language Understanding,https://arxiv.org/pdf/1909.10351,2019,"15.1M
3.1B
-
81.5/81.6
68.9
89.5
91.7
46.7
80.1
87.9
65.1
77.0
TinyBERT4 (ours)
14.5M
1.2B
9.4x
82.5/81.8
71.3
87.7
92.6
44.1
80.4
86.4
66.6
77.0
BERT6-PKD
67.0M
11.3B
2.0x
81.5/81.0
70.7
89.0
92.0
-
-
85.0
65.5
-
PD
67.0M
11.3B
2.0x
82.8/82.2
70.4
88.9
91.8
-
-
86.8
65.3
-
DistilBERT6
67.0M
11.3B
2.0x
82.6/81.3
70.1
88.9
92.5
49.0
81.3
86.9
58.4
76.8
TinyBERT6 (ours)
67.0M
11.3B
2.0x
84.6/83.2
71.6
90.4
93.1
51.1
83.7
87.3
70.0
79.4
Table 1: Results are evaluated on the test set of GLUE official benchmark.",,,,,,1,benchmark,high,eval/score reporting on named benchmark(s): glue,1
kd_003_s11177,kd_003,kd_003_c0035,knowledge_distillation,TinyBERT: Distilling BERT for Natural Language Understanding,https://arxiv.org/pdf/1909.10351,2019,"In addition,
we evaluate TinyBERT on SQuAD v1.1 and v2.0.
Due to the space limit, we present our re",,,,,,1,method_proposed,medium,Conflict: method_proposed (we/this-work propose/introduce verb) AND benchmark (eval/score reporting on named benchmark(s): squad),1
kd_003_s11371,kd_003,kd_003_c0056,knowledge_distillation,TinyBERT: Distilling BERT for Natural Language Understanding,https://arxiv.org/pdf/1909.10351,2019,"QNLI
QQP
RTE
SST-2
STS-B
(8.5k)
(393k)
(393k)
(3.7k)
(105k)
(364k)
(2.5k)
(67k)
(5.7k)
Mcc
Acc
Acc
F1/Acc
Acc
F1/Acc
Acc
Acc
Pear/Spea
Same Student Architecture (M=6;d′=768;d′
i=3072)
DistilBERT6
51.3
82.2
-
87.5/-
89.2
-/88.5
59.9
92.7
-/86.9
Poor Man’s BERT6
-
81.1
-
-/80.2
87.6
-/90.4
65.0
90.3
-/88.5
BERT-of-Theseus
51.1
82.3
-
89.0/-
89.5
-/89.6
68.2
91.5
-/88.7
MiniLM6
49.2
84.0
-
88.4/-
91.0
-/91.0
71.5
92.0
-
TinyBERT6
54.0
84.5
84.5
90.6/86.3
91.1
88.0/91.1
73.4
93.0
90.1/89.6
Table 5: Comparisons between TinyBERT with other baselines on the dev set of GLUE tasks.",,,,,,1,benchmark,high,"eval/score reporting on named benchmark(s): glue, arc",1
kd_003_s11402,kd_003,kd_003_c0060,knowledge_distillation,TinyBERT: Distilling BERT for Natural Language Understanding,https://arxiv.org/pdf/1909.10351,2019,"We conjecture that if without imitating the
BERTBASE’s behaviors at the pre-training stage,
BERTTINY will derive mismatched distributions in
intermediate representations (e.g., attention matri-
ces and hidden states) with the BERTBASE model.",,,,,,0,none,low,Vague keywords without structural confirmation.,1
kd_004_s11495,kd_004,kd_004_c0011,knowledge_distillation,Knowledge Distillation: A Survey,https://arxiv.org/pdf/2006.05525,2020,"The body of
this survey mainly contains the fundamentals of knowledge distillation, knowledge types, distillation schemes, teacher-student
architecture, distillation algorithms, performance comparison, applications, discussions, challenges, and future directions.",,,,,,1,benchmark,medium,Conflict: benchmark (eval/score reporting on named benchmark(s): arc) AND trend_application (contains trend/application phrase 'survey'),1
kd_004_s11664,kd_004,kd_004_c0034,knowledge_distillation,Knowledge Distillation: A Survey,https://arxiv.org/pdf/2006.05525,2020,"The relations between data samples
are modelled as probabilistic distribution using fea-
ture representations of data (Passalis and Tefas, 2018;
Passalis et al., 2020a).",,,,,,0,none,low,Vague keywords without structural confirmation.,1
kd_004_s11986,kd_004,kd_004_c0076,knowledge_distillation,Knowledge Distillation: A Survey,https://arxiv.org/pdf/2006.05525,2020,"Tung and Mori (2019) used the
similarity matrix to represent the mutual relations of
the activations of the input pairs in teacher and student
models.",,,,,,0,none,low,Vague keywords without structural confirmation.,1
kd_004_s12143,kd_004,kd_004_c0107,knowledge_distillation,Knowledge Distillation: A Survey,https://arxiv.org/pdf/2006.05525,2020,"k is developed by
using architectures between high-resolution face teacher
and low-resolution face student for model accelera-
tion and improved classification performance (Ge et al.,
2018; Wang et al., 2019c; Kong et al., 2019; Ge et al.,
2020).",,,,,,1,benchmark,medium,Conflict: benchmark (eval/score reporting on named benchmark(s): arc) AND trend_application (contains multiple citation patterns indicating literature trend),1
kd_004_s12200,kd_004,kd_004_c0116,knowledge_distillation,Knowledge Distillation: A Survey,https://arxiv.org/pdf/2006.05525,2020,"To improve the
performance of machine translation and machine read-
ing tasks, (Wei et al., 2019) proposed a novel online
knowledge distillation method, which addresses the
unstableness of the training process and the decreasing
performance on each validation set.",,,,,,0,none,low,Vague keywords without structural confirmation.,1
kd_004_s12205,kd_004,kd_004_c0117,knowledge_distillation,Knowledge Distillation: A Survey,https://arxiv.org/pdf/2006.05525,2020,"As a multilingual representation model, BERT has
attracted attention in natural language understand-
ing (Devlin et al., 2019), but it is also a cumber-
some deep model that is not easy to be deployed.",,,,,,0,none,low,Vague keywords without structural confirmation.,1
kd_004_s12221,kd_004,kd_004_c0119,knowledge_distillation,Knowledge Distillation: A Survey,https://arxiv.org/pdf/2006.05525,2020,"(2018) proposed an attention-guided answer distillation
method, which fuses generic distillation and answer
distillation to avoid confusing answers.",,,,,,0,none,low,Vague keywords without structural confirmation.,1
kd_004_s12381,kd_004,kd_004_c0144,knowledge_distillation,Knowledge Distillation: A Survey,https://arxiv.org/pdf/2006.05525,2020,"The feature representations learned
from unlabelled data by a large model can also super-
vise the target model via distillation (Noroozi et al.,
2018).",,,,,,0,none,low,Vague keywords without structural confirmation.,1
kd_005_s18209,kd_005,kd_005_c0002,knowledge_distillation,Distilling Step-by-Step! Outperforming Larger Language Models with Less Training Data and Smaller Model Sizes,https://arxiv.org/pdf/2305.02301,2023,"Third, we reduce both the model size and the
amount of data required to outperform LLMs;
our finetuned 770M T5 model outperforms the
few-shot prompted 540B PaLM model using
only 80% of available data on a benchmark,
whereas standard finetuning the same T5 model
struggles to match even by using 100% of the
dataset.1
1
Introduction
Despite the impressive few-shot ability offered by
lar",,,,,,0,none,low,Vague keywords without structural confirmation.,1
kd_005_s18249,kd_005,kd_005_c0008,knowledge_distillation,Distilling Step-by-Step! Outperforming Larger Language Models with Less Training Data and Smaller Model Sizes,https://arxiv.org/pdf/2305.02301,2023,"Second, our models
outperform LLMs with much smaller model sizes
(up to 2000× smaller), drastically reducing the
computation cost required for model deployment.",,,,,,0,none,low,Vague keywords without structural confirmation.,1
kd_005_s18430,kd_005,kd_005_c0033,knowledge_distillation,Distilling Step-by-Step! Outperforming Larger Language Models with Less Training Data and Smaller Model Sizes,https://arxiv.org/pdf/2305.02301,2023,"Distilling step-by-step
is able to outperform Few-shot CoT using not only much smaller models, but it also achieves so with much less
training examples compared to Standard finetuning.",,,,,,0,none,low,Vague keywords without structural confirmation.,1
kd_005_s18431,kd_005,kd_005_c0033,knowledge_distillation,Distilling Step-by-Step! Outperforming Larger Language Models with Less Training Data and Smaller Model Sizes,https://arxiv.org/pdf/2305.02301,2023,"On ANLI, we outperform the LLM CoT with",,,,,,0,none,low,Vague keywords without structural confirmation.,1
kd_005_s18432,kd_005,kd_005_c0034,knowledge_distillation,Distilling Step-by-Step! Outperforming Larger Language Models with Less Training Data and Smaller Model Sizes,https://arxiv.org/pdf/2305.02301,2023,"s able to outperform Few-shot CoT using not only much smaller models, but it also achieves so with much less
training examples compared to Standard finetuning.",,,,,,0,none,low,Vague keywords without structural confirmation.,1
kd_006_s18940,kd_006,kd_006_c0024,knowledge_distillation,"Survey on Knowledge Distillation for Large Language Models: Methods, Evaluation, and Application",https://arxiv.org/pdf/2407.01885,2024,"Models
Distillation Type
Teacher Model
Compression Rate
Evaluation Task
Comparison with Teacher Model
DistillBiLSTM [126]
logits-based
BERT𝑏𝑎𝑠𝑒
114×
GLUE[137]: SST-2/QQP/MNLI-m/MNLI-mm
81.1/87.7 (92% performance)
DistillBERT [111]
logits-based
BERT𝑏𝑎𝑠𝑒
2×
GLUE[137]: SST-2/QQP/MNLI/QNLI/RTE/MRPC/CoLA/STS-B/WNLI
77.0/79.5 (97% performance)
MixKD [75]
logits-based
BERT𝑏𝑎𝑠𝑒
2×
GLUE[137]: SST-2/QQP/MNLI-m/MNLI-mm/QNLI/RTE/MRPC
77.2/82.6 (93% performance)
ReAugKD [163]
logits-based
BERT𝑏𝑎𝑠𝑒
2×
GLUE[137]: SST-2/QQP/QNLI/RTE/MRPC/CoLA
81.8/82.3 (99% performance)
PD [134]
logits-based
BERT𝑏𝑎𝑠𝑒
2×
GLUE[137]: SST-2/QQP/MNLI/QNLI/RTE/MRPC
82.1/81.7 (100.5% perform",,,,,,1,benchmark,high,eval/score reporting on named benchmark(s): glue,1
kd_006_s18941,kd_006,kd_006_c0025,knowledge_distillation,"Survey on Knowledge Distillation for Large Language Models: Methods, Evaluation, and Application",https://arxiv.org/pdf/2407.01885,2024,"D [163]
logits-based
BERT𝑏𝑎𝑠𝑒
2×
GLUE[137]: SST-2/QQP/QNLI/RTE/MRPC/CoLA
81.8/82.3 (99% performance)
PD [134]
logits-based
BERT𝑏𝑎𝑠𝑒
2×
GLUE[137]: SST-2/QQP/MNLI/QNLI/RTE/MRPC
82.1/81.7 (100.5% performance)
MINILLM [38]
logits-based
GPT-21.5𝐵
OPT13𝐵
LLaMA13𝐵
12×
10×
2×
Dolly[38]/SelfInst[144]/Vicuna[24]/S-NI[145]/UnNI[45]
22.0 ~25.5 / 24.1 (91% ~106% performance)
24.3 ~26.9 / 29.4 (92% ~102% performance)
29.7 / 29.4 (101% performance)
GKD [3]
logits-based
T5𝑋𝐿
39×
XSum[93]/WMT14EN-DE[10]/GSM8K[27]/MMLU[41]/BBH[119]
14.5/26.0 (56% performance)
MiniMA [161]
logits-based
LLaMA-27𝐵
2×
MMLU[41]/CEval[133]/DROP[33]/BBH[119]/GSM8K[27] HumanEval[21]
21.7/28.5 (76% performance)
PKD [122]
hint-based
BERT𝑏𝑎𝑠𝑒
2×
GLUE[137]: SST-2/QQP/MNLI-m/MNLI-mm/QNLI/RTE/MRPC
77.7/84.9 (92% performance)
MetaDistil [168]
hint-based
BERT𝑏𝑎𝑠𝑒
2×
GLUE[137]: SST-2/QQP/MNLI/QNLI/RTE/MRPC/CoLA/STS-B
80.4/80.7 (99% performance)
AD-KD [155]
hint-based
BERT𝑏𝑎𝑠𝑒
2×
GLUE[137]: SST-2/QQP/MNLI/QNLI/RTE/MRPC/CoLA/STS-B
83.4/84",,,,,,1,benchmark,high,"eval/score reporting on named benchmark(s): mmlu, glue, gsm8k, humaneval",1
kd_006_s18942,kd_006,kd_006_c0026,knowledge_distillation,"Survey on Knowledge Distillation for Large Language Models: Methods, Evaluation, and Application",https://arxiv.org/pdf/2407.01885,2024,"168]
hint-based
BERT𝑏𝑎𝑠𝑒
2×
GLUE[137]: SST-2/QQP/MNLI/QNLI/RTE/MRPC/CoLA/STS-B
80.4/80.7 (99% performance)
AD-KD [155]
hint-based
BERT𝑏𝑎𝑠𝑒
2×
GLUE[137]: SST-2/QQP/MNLI/QNLI/RTE/MRPC/CoLA/STS-B
83.4/84.1 (99% performance)
XtremeDistil [91]
hint-based
mBERT𝑏𝑎𝑠𝑒
35×
Multilingual NER[100]/IMDB[82]/SST-2[117]/Elec[85]/DbPedia[165]/Ag News[165]
88.6/92.7 (95% performance)
TinyBERT [55]
hint-based
BERT𝑏𝑎𝑠𝑒
7×
GLUE[137]: SST-2/QQP/MNLI-m/MNLI-mm/QNLI/RTE/MRPC/CoLA/STS-B
77.0/79.5 (97% performance)
MobileBERT [123]
hint-based
IB-BERT𝑙𝑎𝑟𝑔𝑒
4×
GLUE[137]: SST-2/QQP/MNLI-m/MNLI-mm/QNLI/RTE/MRPC/CoLA/STS-B
77.7/78.3 (99% performance)
MiniLM [143]
hint-based
BERT𝑏𝑎𝑠𝑒
2×
SQuAD2[106]/ GLUE[137]: SST-2/MNLI-m
80.4/81.5 (99% performance)
TED [74]
hint-based
DeBERTaV3𝑏𝑎𝑠𝑒
2×
GLUE[137]:SST-2/QQP/MNLI-m/MNLI-mm/QNLI/RTE/MRPC/CoLA/STS-B
87.5/88.9 (98% performance)
HomoDistil [73]
hint-based
BERT𝑏𝑎𝑠𝑒
7×
GLUE[137]: SST-2/QQP/MNLI/QNLI/RTE/MRPC/CoLA/STS-B
79.0/84.6 (93% performance)
MixKD [75] extends the conce",,,,,,1,benchmark,high,"eval/score reporting on named benchmark(s): squad, glue",1
kd_006_s19047,kd_006,kd_006_c0041,knowledge_distillation,"Survey on Knowledge Distillation for Large Language Models: Methods, Evaluation, and Application",https://arxiv.org/pdf/2407.01885,2024,"MiniLM [143] introduced a depth self-attention distillation
framework for task-agnostic Transformer-based language model (LM) distillation.",,,,,,0,none,low,Vague keywords without structural confirmation.,1
kd_006_s19147,kd_006,kd_006_c0058,knowledge_distillation,"Survey on Knowledge Distillation for Large Language Models: Methods, Evaluation, and Application",https://arxiv.org/pdf/2407.01885,2024,"8 (81% performance)
PaD [170]
CoT
PaLM60𝐵
78×
SVAMP[102]/GSM8K[27]/ASDiv[86]/MultiArith[110]/BBH[119]
43.9/50.2 (88% performance)
Learn-to-Reason [16]
CoT
ChatGPT175𝐵
29×
GSM8K[27]/MultiArith[110]/SVAMP[102]/CSQA[125]/StrategyQA[35]
62.1/76.1 (82% performance)
LaMini-LM [154]
IF
Alpaca7𝐵
9×
Multiple-Choice QA/Extractive QA/Sentiment Analysis/Paraphrase Identification/etc.(15)
60.8/62.3 (98% performance)
Lion [54]
IF
ChatGPT175𝐵
25×
BBH[119]
32.0/48.9 (65% performance)
UniNER [169]
IF
GPT-3.5𝑡𝑢𝑟𝑏𝑜−0301
/
UNIVERSAL NER BENCHMARK [169]
41.7/34.9 (119% performance)
The process begins with the task description, followed by selecting specific instances from the task
dataset to serve as examples.",,,,,,1,benchmark,high,eval/score reporting on named benchmark(s): gsm8k,1
kd_006_s19209,kd_006,kd_006_c0066,knowledge_distillation,"Survey on Knowledge Distillation for Large Language Models: Methods, Evaluation, and Application",https://arxiv.org/pdf/2407.01885,2024,"Similarly, Chen et al.[19] introduced Multi-CoT Consistent Knowledge
Distillation (MCC-KD) to efficiently capture the diversity and coherence of reasoning capabilities.",,,,,,0,none,low,Vague keywords without structural confirmation.,1
kd_006_s19351,kd_006,kd_006_c0087,knowledge_distillation,"Survey on Knowledge Distillation for Large Language Models: Methods, Evaluation, and Application",https://arxiv.org/pdf/2407.01885,2024,"Empirical results
demonstrate that HuatuoGPT achieves state-of-the-art performance in medical consultations, out-
performing GPT-3.5𝑡𝑢𝑟𝑏𝑜across various metrics evaluated on GPT-4, including manual assessments
and medical benchmark datasets.",,,,,,0,none,low,Vague keywords without structural confirmation.,1
kd_006_s19367,kd_006,kd_006_c0088,knowledge_distillation,"Survey on Knowledge Distillation for Large Language Models: Methods, Evaluation, and Application",https://arxiv.org/pdf/2407.01885,2024,"Xie et
al.[156] introduced DARWIN, a framework aimed at enhancing natural sciences by accelerating and
enriching the automation of discovery processes.",,,,,,0,none,low,Vague keywords without structural confirmation.,1
kd_006_s19399,kd_006,kd_006_c0093,knowledge_distillation,"Survey on Knowledge Distillation for Large Language Models: Methods, Evaluation, and Application",https://arxiv.org/pdf/2407.01885,2024,"4) Human-Evaluated Language Models (HELM) Benchmark [76]: This
is a holistic evaluation benchmark comprising 16 core scenarios and 7 indicator categories.",,,,,,0,none,low,Vague keywords without structural confirmation.,1
